scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
yakın-bitişik,Astrofizik öğrencileri gideceğimiz yere yakınmış.,Astrofizik öğrencileri gideceğimiz yere bitişikmiş.,Astrofizik öğrencileri gideceğimiz yere yakın değilmiş.,Astrofizik öğrencileri gideceğimiz yere bitişik değilmiş.,"Astrofizik öğrencileri gideceğimiz yere yakınmış, hatta bitişikmiş.","Astrofizik öğrencileri gideceğimiz yere yakınmış, belki de bitişikmiş.",Astrofizik öğrencileri gideceğimiz yere yakınmış ama bitişik değilmiş.,"Astrofizik öğrencileri gideceğimiz yere bitişik değilmiş, hatta yakın bile değilmiş.","Astrofizik öğrencileri gideceğimiz yere bitişik değilmiş, belki yakın bile değilmiş.",Astrofizik öğrencileri gideceğimiz yere bitişik değilmiş ama yakınmış.
yakın-bitişik,Yazın gideceğimiz tatil köyü sizin köyünüze yakınmış.,Yazın gideceğimiz tatil köyü sizin köyünüze bitişikmiş.,Yazın gideceğimiz tatil köyü sizin köyünüze yakın değilmiş.,Yazın gideceğimiz tatil köyü sizin köyünüze bitişik değilmiş.,"Yazın gideceğimiz tatil köyü sizin köyünüze yakınmış, hatta bitişikmiş.","Yazın gideceğimiz tatil köyü sizin köyünüze yakınmış, belki de bitişikmiş.",Yazın gideceğimiz tatil köyü sizin köyünüze yakınmış ama bitişik değilmiş.,"Yazın gideceğimiz tatil köyü sizin köyünüze bitişik değilmiş, hatta yakın bile değilmiş.","Yazın gideceğimiz tatil köyü sizin köyünüze bitişik değilmiş, belki yakın bile değilmiş.",Yazın gideceğimiz tatil köyü sizin köyünüze bitişik değilmiş ama yakınmış.
yakın-bitişik,Canlı performans için gitmen gereken yer buraya yakın.,Canlı performans için gitmen gereken yer buraya bitişik.,Canlı performans için gitmen gereken yer buraya yakın değil.,Canlı performans için gitmen gereken yer buraya bitişik değil.,"Canlı performans için gitmen gereken yer buraya yakın, hatta bitişik.","Canlı performans için gitmen gereken yer buraya yakın, belki de bitişik.",Canlı performans için gitmen gereken yer buraya yakın ama bitişik değil.,"Canlı performans için gitmen gereken yer buraya bitişik değil, hatta yakın bile değil.","Canlı performans için gitmen gereken yer buraya bitişik değil, belki yakın bile değil.",Canlı performans için gitmen gereken yer buraya bitişik değil ama yakın.
yakın-bitişik,Kuantum fiziği öğretilen kurs kütüphaneye yakın.,Kuantum fiziği öğretilen kurs kütüphaneye bitişik.,Kuantum fiziği öğretilen kurs kütüphaneye yakın değil.,Kuantum fiziği öğretilen kurs kütüphaneye bitişik değil.,"Kuantum fiziği öğretilen kurs kütüphaneye yakın, hatta bitişik.","Kuantum fiziği öğretilen kurs kütüphaneye yakın, belki de bitişik.",Kuantum fiziği öğretilen kurs kütüphaneye yakın ama bitişik değil.,"Kuantum fiziği öğretilen kurs kütüphaneye bitişik değil, hatta yakın bile değil.","Kuantum fiziği öğretilen kurs kütüphaneye bitişik değil, belki yakın bile değil.",Kuantum fiziği öğretilen kurs kütüphaneye bitişik değil ama yakın.
yakın-bitişik,Çağdaş resim atölyesi müze binasına yakın.,Çağdaş resim atölyesi müze binasına bitişik.,Çağdaş resim atölyesi müze binasına yakın değil.,Çağdaş resim atölyesi müze binasına bitişik değil.,"Çağdaş resim atölyesi müze binasına yakın, hatta bitişik.","Çağdaş resim atölyesi müze binasına yakın, belki de bitişik.",Çağdaş resim atölyesi müze binasına yakın ama bitişik değil.,"Çağdaş resim atölyesi müze binasına bitişik değil, hatta yakın bile değil.","Çağdaş resim atölyesi müze binasına bitişik değil, belki yakın bile değil.",Çağdaş resim atölyesi müze binasına bitişik değil ama yakın.
makul-harikulade,Bu fikir bizim nezdimizde makul.,Bu fikir bizim nezdimizde harikulade.,Bu fikir bizim nezdimizde makul değil.,Bu fikir bizim nezdimizde harikulade değil.,"Bu fikir bizim nezdimizde makul, hatta harikulade.","Bu fikir bizim nezdimizde makul, belki de harikulade.",Bu fikir bizim nezdimizde makul ama harikulade değil.,"Bu fikir bizim nezdimizde harikulade değil, hatta makul bile değil.","Bu fikir bizim nezdimizde harikulade değil, belki makul bile değil.",Bu fikir bizim nezdimizde harikulade değil ama makul.
makul-harikulade,İnovasyon ekibinin fikirleri makul.,İnovasyon ekibinin fikirleri harikulade.,İnovasyon ekibinin fikirleri makul değil.,İnovasyon ekibinin fikirleri harikulade değil.,"İnovasyon ekibinin fikirleri makul, hatta harikulade.","İnovasyon ekibinin fikirleri makul, belki de harikulade.",İnovasyon ekibinin fikirleri makul ama harikulade değil.,"İnovasyon ekibinin fikirleri harikulade değil, hatta makul bile değil.","İnovasyon ekibinin fikirleri harikulade değil, belki makul bile değil.",İnovasyon ekibinin fikirleri harikulade değil ama makul.
makul-harikulade,Yeni yönetmenin film hakkındaki fikirleri makul.,Yeni yönetmenin film hakkındaki fikirleri harikulade.,Yeni yönetmenin film hakkındaki fikirleri makul değil.,Yeni yönetmenin film hakkındaki fikirleri harikulade değil.,"Yeni yönetmenin film hakkındaki fikirleri makul, hatta harikulade.","Yeni yönetmenin film hakkındaki fikirleri makul, belki de harikulade.",Yeni yönetmenin film hakkındaki fikirleri makul ama harikulade değil.,"Yeni yönetmenin film hakkındaki fikirleri harikulade değil, hatta makul bile değil.","Yeni yönetmenin film hakkındaki fikirleri harikulade değil, belki makul bile değil.",Yeni yönetmenin film hakkındaki fikirleri harikulade değil ama makul.
makul-harikulade,Yaptığın işin sonuçları makuldü.,Yaptığın işin sonuçları harikuladeydi.,Yaptığın işin sonuçları makul değildi.,Yaptığın işin sonuçları harikulade değildi.,"Yaptığın işin sonuçları makuldü, hatta harikuladeydi.","Yaptığın işin sonuçları makuldü, belki de harikuladeydi.",Yaptığın işin sonuçları makuldü ama harikulade değildi.,"Yaptığın işin sonuçları harikulade değildi, hatta makul bile değildi.","Yaptığın işin sonuçları harikulade değildi, belki makul bile değildi.",Yaptığın işin sonuçları harikulade değildi ama makuldü.
makul-harikulade,Gıda üreticilerinin planları makul.,Gıda üreticilerinin planları harikulade.,Gıda üreticilerinin planları makul değil.,Gıda üreticilerinin planları harikulade değil.,"Gıda üreticilerinin planları makul, hatta harikulade.","Gıda üreticilerinin planları makul, belki de harikulade.",Gıda üreticilerinin planları makul ama harikulade değil.,"Gıda üreticilerinin planları harikulade değil, hatta makul bile değil.","Gıda üreticilerinin planları harikulade değil, belki makul bile değil.",Gıda üreticilerinin planları harikulade değil ama makul.
makul-harikulade,Yapılan anlaşma bizim için makul.,Yapılan anlaşma bizim için harikulade.,Yapılan anlaşma bizim için makul değil.,Yapılan anlaşma bizim için harikulade değil.,"Yapılan anlaşma bizim için makul, hatta harikulade.","Yapılan anlaşma bizim için makul, belki de harikulade.",Yapılan anlaşma bizim için makul ama harikulade değil.,"Yapılan anlaşma bizim için harikulade değil, hatta makul bile değil.","Yapılan anlaşma bizim için harikulade değil, belki makul bile değil.",Yapılan anlaşma bizim için harikulade değil ama makul.
makul-harikulade,Yönetime sunduğu fikir makulmüş.,Yönetimine sunduğu fikir harikuladeymiş.,Yönetime sunduğu fikir makul değilmiş.,Yönetimine sunduğu fikir harikulade değilmiş.,"Yönetime sunduğu fikir makulmüş, hatta harikuladeymiş.","Yönetime sunduğu fikir makulmüş, belki de harikuladeymiş.",Yönetime sunduğu fikir makulmüş ama harikulade değilmiş.,"Yönetimine sunduğu fikir harikulade değilmiş, hatta makul bile değilmiş.","Yönetimine sunduğu fikir harikulade değilmiş, belki makul bile değilmiş.",Yönetimine sunduğu fikir harikulade değilmiş ama makulmüş.
makul-harikulade,İki ülkenin müzakere planları makuldü.,İki ülkenin müzakere planları harikuladeydi.,İki ülkenin müzakere planları makul değildi.,İki ülkenin müzakere planları harikulade değildi.,"İki ülkenin müzakere planları makuldü, hatta harikuladeydi.","İki ülkenin müzakere planları makuldü, belki de harikuladeydi.",İki ülkenin müzakere planları makuldü ama harikulade değildi.,"İki ülkenin müzakere planları harikulade değildi, hatta makul bile değildi.","İki ülkenin müzakere planları harikulade değildi, belki makul bile değildi.",İki ülkenin müzakere planları harikulade değildi ama makuldü.
makul-harikulade,Geliştirdiğimiz simülasyon modelleri makul.,Geliştirdiğimiz simülasyon modelleri harikulade.,Geliştirdiğimiz simülasyon modelleri makul değil.,Geliştirdiğimiz simülasyon modelleri harikulade değil.,"Geliştirdiğimiz simülasyon modelleri makul, hatta harikulade.","Geliştirdiğimiz simülasyon modelleri makul, belki de harikulade.",Geliştirdiğimiz simülasyon modelleri makul ama harikulade değil.,"Geliştirdiğimiz simülasyon modelleri harikulade değil, hatta makul bile değil.","Geliştirdiğimiz simülasyon modelleri harikulade değil, belki makul bile değil.",Geliştirdiğimiz simülasyon modelleri harikulade değil ama makul.
makul-harikulade,Ekosistem adına yaptığınız çalışmalar makuldü.,Ekosistem adına yaptığınız çalışmalar harikuladeydi.,Ekosistem adına yaptığınız çalışmalar makul değildi.,Ekosistem adına yaptığınız çalışmalar harikulade değildi.,"Ekosistem adına yaptığınız çalışmalar makuldü, hatta harikuladeydi.","Ekosistem adına yaptığınız çalışmalar makuldü, belki de harikuladeydi.",Ekosistem adına yaptığınız çalışmalar makuldü ama harikulade değildi.,"Ekosistem adına yaptığınız çalışmalar harikulade değildi, hatta makul bile değildi.","Ekosistem adına yaptığınız çalışmalar harikulade değildi, belki makul bile değildi.",Ekosistem adına yaptığınız çalışmalar harikulade değildi ama makuldü.
makul-harikulade,Hırvatistan takımının oyun planı makuldü.,Hırvatistan takımının oyun planı harikuladeydi.,Hırvatistan takımının oyun planı makul değildi.,Hırvatistan takımının oyun planı harikulade değildi.,"Hırvatistan takımının oyun planı makuldü, hatta harikuladeydi.","Hırvatistan takımının oyun planı makuldü, belki de harikuladeydi.",Hırvatistan takımının oyun planı makuldü ama harikulade değildi.,"Hırvatistan takımının oyun planı harikulade değildi, hatta makul bile değildi.","Hırvatistan takımının oyun planı harikulade değildi, belki makul bile değildi.",Hırvatistan takımının oyun planı harikulade değildi ama makuldü.
makul-harikulade,Yönetim kurulunun kararları makul.,Yönetim kurulunun kararları harikulade.,Yönetim kurulunun kararları makul değil.,Yönetim kurulunun kararları harikulade değil.,"Yönetim kurulunun kararları makul, hatta harikulade.","Yönetim kurulunun kararları makul, belki de harikulade.",Yönetim kurulunun kararları makul ama harikulade değil.,"Yönetim kurulunun kararları harikulade değil, hatta makul bile değil.","Yönetim kurulunun kararları harikulade değil, belki makul bile değil.",Yönetim kurulunun kararları harikulade değil ama makul.
makul-harikulade,Sunmak istediğin eleştirel fikirlerin makul.,Sunmak istediğin eleştirel fikirlerin harikulade.,Sunmak istediğin eleştirel fikirlerin makul değil.,Sunmak istediğin eleştirel fikirlerin harikulade değil.,"Sunmak istediğin eleştirel fikirlerin makul, hatta harikulade.","Sunmak istediğin eleştirel fikirlerin makul, belki de harikulade.",Sunmak istediğin eleştirel fikirlerin makul ama harikulade değil.,"Sunmak istediğin eleştirel fikirlerin harikulade değil, hatta makul bile değil.","Sunmak istediğin eleştirel fikirlerin harikulade değil, belki makul bile değil.",Sunmak istediğin eleştirel fikirlerin harikulade değil ama makul.
makul-harikulade,Etkileyici olacağını iddia ettiğiniz stratejiniz makul.,Etkileyici olacağını iddia ettiğiniz stratejiniz harikulade.,Etkileyici olacağını iddia ettiğiniz stratejiniz makul değil.,Etkileyici olacağını iddia ettiğiniz stratejiniz harikulade değil.,"Etkileyici olacağını iddia ettiğiniz stratejiniz makul, hatta harikulade.","Etkileyici olacağını iddia ettiğiniz stratejiniz makul, belki de harikulade.",Etkileyici olacağını iddia ettiğiniz stratejiniz makul ama harikulade değil.,"Etkileyici olacağını iddia ettiğiniz stratejiniz harikulade değil, hatta makul bile değil.","Etkileyici olacağını iddia ettiğiniz stratejiniz harikulade değil, belki makul bile değil.",Etkileyici olacağını iddia ettiğiniz stratejiniz harikulade değil ama makul.
makul-harikulade,Takımın çıkardığı gelişim takvimi makulmüş.,Takımın çıkardığı gelişim takvimi harikuladeymiş.,Takımın çıkardığı gelişim takvimi makul değilmiş.,Takımın çıkardığı gelişim takvimi harikulade değilmiş.,"Takımın çıkardığı gelişim takvimi makulmüş, hatta harikuladeymiş.","Takımın çıkardığı gelişim takvimi makulmüş, belki de harikuladeymiş.",Takımın çıkardığı gelişim takvimi makulmüş ama harikulade değilmiş.,"Takımın çıkardığı gelişim takvimi harikulade değilmiş, hatta makul bile değilmiş.","Takımın çıkardığı gelişim takvimi harikulade değilmiş, belki makul bile değilmiş.",Takımın çıkardığı gelişim takvimi harikulade değilmiş ama makulmüş.
makul-harikulade,Yol haritamız müdür için makul.,Yol haritamız müdür için harikulade.,Yol haritamız müdür için makul değil.,Yol haritamız müdür için harikulade değil.,"Yol haritamız müdür için makul, hatta harikulade.","Yol haritamız müdür için makul, belki de harikulade.",Yol haritamız müdür için makul ama harikulade değil.,"Yol haritamız müdür için harikulade değil, hatta makul bile değil.","Yol haritamız müdür için harikulade değil, belki makul bile değil.",Yol haritamız müdür için harikulade değil ama makul.
makul-harikulade,Sanat galerisinin planları makuldü.,Sanat galerisinin planları harikuladeydi.,Sanat galerisinin planları makul değildi.,Sanat galerisinin planları harikulade değildi.,"Sanat galerisinin planları makuldü, hatta harikuladeydi.","Sanat galerisinin planları makuldü, belki de harikuladeydi.",Sanat galerisinin planları makuldü ama harikulade değildi.,"Sanat galerisinin planları harikulade değildi, hatta makul bile değildi.","Sanat galerisinin planları harikulade değildi, belki makul bile değildi.",Sanat galerisinin planları harikulade değildi ama makuldü.
makul-harikulade,Refah düzeyimizi arttırma planların makul.,Refah düzeyimizi arttırma planların harikulade.,Refah düzeyimizi arttırma planların makul değil.,Refah düzeyimizi arttırma planların harikulade değil.,"Refah düzeyimizi arttırma planların makul, hatta harikulade.","Refah düzeyimizi arttırma planların makul, belki de harikulade.",Refah düzeyimizi arttırma planların makul ama harikulade değil.,"Refah düzeyimizi arttırma planların harikulade değil, hatta makul bile değil.","Refah düzeyimizi arttırma planların harikulade değil, belki makul bile değil.",Refah düzeyimizi arttırma planların harikulade değil ama makul.
makul-harikulade,Şampuan firmasının kalite anlayışı makul.,Şampuan firmasının kalite anlayışı harikulade.,Şampuan firmasının kalite anlayışı makul değil.,Şampuan firmasının kalite anlayışı harikulade değil.,"Şampuan firmasının kalite anlayışı makul, hatta harikulade.","Şampuan firmasının kalite anlayışı makul, belki de harikulade.",Şampuan firmasının kalite anlayışı makul ama harikulade değil.,"Şampuan firmasının kalite anlayışı harikulade değil, hatta makul bile değil.","Şampuan firmasının kalite anlayışı harikulade değil, belki makul bile değil.",Şampuan firmasının kalite anlayışı harikulade değil ama makul.
