scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
bazı-bütün,Bazı kampüslerde inşaat yapılacakmış.,Bütün kampüslerde inşaat yapılacakmış.,Hiçbir kampüste inşaat yapılmayacakmış.,Bütün kampüslerde inşaat yapılmayacakmış.,"Bazı kampüslerde inşaat yapılacakmış, hatta bütün kampüslerde inşaat yapılacakmış.","Bazı kampüslerde inşaat yapılacakmış, belki de bütün kampüslerde inşaat yapılacakmış.",Bazı kampüslerde inşaat yapılacakmış ama bütün kampüslerde inşaat yapılmayacakmış.,"Bütün kampüslerde inşaat yapılmayacakmış, hatta bazı kampüslerde inşaat yapılmayacakmış.","Bütün kampüslerde inşaat yapılmayacakmış, belki de bazı kampüslerde inşaat yapılmayacakmış.",Bütün kampüslerde inşaat yapılmayacakmış ama bazı kampüslerde inşaat yapılacakmış.
bazı-bütün,Bazı resimlerin rengi solmuştu.,Bütün resimlerin rengi solmuştu.,Hiçbir resmin rengi solmamıştı.,Bütün resimlerin rengi solmamıştı.,"Bazı resimlerin rengi solmuştu, hatta bütün resimlerin rengi solmuştu.","Bazı resimlerin rengi solmuştu, belki de bütün resimlerin rengi solmuştu.",Bazı resimlerin rengi solmuştu ama bütün resimlerin rengi solmamıştı.,"Bütün resimlerin rengi solmamıştı, hatta bazı resimlerin rengi solmamıştı.","Bütün resimlerin rengi solmamıştı, belki de bazı resimlerin rengi solmamıştı.",Bütün resimlerin rengi solmamıştı ama bazı resimlerin rengi solmuştu.
bazı-bütün,Bazı parçaların ritmi kaymış.,Bütün parçaların ritmi kaymış.,Hiçbir parçanın ritmi kaymamış.,Bütün parçaların ritmi kaymamış.,"Bazı parçaların ritmi kaymış, hatta bütün parçaların ritmi kaymış.","Bazı parçaların ritmi kaymış, belki de bütün parçaların ritmi kaymış.",Bazı parçaların ritmi kaymış ama bütün parçaların ritmi kaymamış.,"Bütün parçaların ritmi kaymamış, hatta bazı parçaların ritmi kaymamış.","Bütün parçaların ritmi kaymamış, belki de bazı parçaların ritmi kaymamış.",Bütün parçaların ritmi kaymamış ama bazı parçaların ritmi kaymış.
bazı-bütün,Malzemelerinin bazısını evine götürecekmiş.,Bütün malzemelerini evine götürecekmiş.,Malzemelerinin hiçbirini evine götürmeyecekmiş.,Bütün malzemelerini evine götürmeyecekmiş.,"Malzemelerinin bazısını evine götürecekmiş, hatta bütün malzemelerini evine götürecekmiş.","Malzemelerinin bazısını evine götürecekmiş, belki de bütün malzemelerini evine götürecekmiş.",Malzemelerinin bazısını evine götürecekmiş ama bütün malzemelerini evine götürmeyecekmiş.,"Bütün malzemelerini evine götüremeyecekmiş, hatta malzemelerinin bazısını evine götüremeyecekmiş.","Bütün malzemelerini evine götüremeyecekmiş, belki de malzemelerinin bazısını evine götüremeyecekmiş.",Bütün malzemelerini evine götüremeyecekmiş ama malzemelerinin bazısını evine götürecekmiş.
bazı-bütün,Dedikodu yapan bazı arkadaşlarıyla küsmüştü.,Dedikodu yapan bütün arkadaşlarıyla küsmüştü.,Dedikodu yapan hiçbir arkadaşıyla küsmemişti.,Dedikodu yapan bütün arkadaşlarıyla küsmemişti.,"Dedikodu yapan bazı arkadaşlarıyla küsmüştü, hatta bütün arkadaşlarıyla küsmüştü.","Dedikodu yapan bazı arkadaşlarıyla küsmüştü, belki de bütün arkadaşlarıyla küsmüştü.",Dedikodu yapan bazı arkadaşlarıyla küsmüştü ama bütün arkadaşlarıyla küsmemişti.,"Dedikodu yapan bütün arkadaşlarıyla küsmemişti, hatta bazı arkadaşlarıyla küsmemişti.","Dedikodu yapan bütün arkadaşlarıyla küsmemişti, belki de bazı arkadaşlarıyla küsmemişti.",Dedikodu yapan bütün arkadaşlarıyla küsmemişti ama bazı arkadaşlarıyla küsmüştü.
bazı-bütün,Havanın soğuduğu günlerin bazılarında tepeye çıkarız.,Havanın soğuduğu bütün günlerde tepeye çıkarız.,Havanın soğuduğu günlerin hiçbirinde tepeye çıkmayız.,Havanın soğuduğu bütün günlerde tepeye çıkmayız.,"Havanın soğuduğu günlerin bazılarında tepeye çıkarız, hatta havanın soğuduğu bütün günlerde tepeye çıkarız.","Havanın soğuduğu günlerin bazılarında tepeye çıkarız, belki de havanın soğuduğu bütün günlerde tepeye çıkarız.",Havanın soğuduğu günlerin bazılarında tepeye çıkarız ama havanın soğuduğu bütün günlerde tepeye çıkmayız.,"Havanın soğuduğu bütün günlerde tepeye çıkmayız, hatta havanın soğuduğu günlerin bazılarında tepeye çıkmayız.","Havanın soğuduğu bütün günlerde tepeye çıkmayız, belki de havanın soğuduğu günlerin bazılarında tepeye çıkmayız.",Havanın soğuduğu bütün günlerde tepeye çıkmayız ama havanın soğuduğu günlerin bazılarında tepeye çıkarız.
bazı-bütün,Güneş hareketlerinin bazıları Dünya'yı etkiliyor.,Güneş hareketlerinin bütünü Dünya'yı etkiliyor.,Güneş hareketlerinin hiçbiri Dünya'yı etkilemiyor.,Güneş hareketlerinin bütünü Dünya'yı etkilemiyor.,"Güneş hareketlerinin bazıları Dünya'yı etkiliyor, hatta güneş hareketlerinin bütünü Dünya'yı etkiliyor.","Güneş hareketlerinin bazıları Dünya'yı etkiliyor, belki de güneş hareketlerinin bütünü Dünya'yı etkiliyor.",Güneş hareketlerinin bazıları Dünya'yı etkiliyor ama güneş hareketlerinin bütünü Dünya'yı etkilemiyor.,"Güneş hareketlerinin bütünü Dünya'yı etkilemiyor, hatta güneş hareketlerinin bazıları Dünya'yı etkilemiyor.","Güneş hareketlerinin bütünü Dünya'yı etkilemiyor, belki de güneş hareketlerinin bazıları Dünya'yı etkilemiyor.",Güneş hareketlerinin bütünü Dünya'yı etkilemiyor ama güneş hareketlerinin bazıları Dünya'yı etkiliyor.
bazı-bütün,Kuş türlerinin bazısını burada görebilirsin.,Bütün kuş türlerini burada görebilirsin.,Kuş türlerinin hiçbirini burada göremezsin.,Bütün kuş türlerini burada göremezsin.,"Kuş türlerinin bazısını burada görebilirsin, hatta bütün kuş türlerini burada görebilirsin.","Kuş türlerinin bazısını burada görebilirsin, belki de bütün kuş türlerini burada görebilirsin.",Kuş türlerinin bazısını burada görebilirsin ama bütün kuş türlerini burada göremezsin.,"Bütün kuş türlerini burada göremezsin, hatta kuş türlerinin bazısını burada göremezsin.","Bütün kuş türlerini burada göremezsin, belki de kuş türlerinin bazısını burada göremezsin.",Bütün kuş türlerini burada göremezsin ama kuş türlerinin bazısını burada görebilirsin.
bazı-bütün,Memelilerin bazısı etçil.,Bütün memeliler etçil.,Memelilerin hiçbiri etçil değil.,Bütün memeliler etçil değil.,"Memelilerin bazısı etçil, hatta bütün memeliler etçil.","Memelilerin bazısı etçil, belki de bütün memeliler etçil.","Memelilerin bazısı etçil, ama bütün memeliler etçil değil.","Bütün memeliler etçil değil, hatta memelilerin bazısı bile etçil değil.","Bütün memeliler etçil değil, belki memelilerin bazısı bile etçil değil.","Bütün memeliler etçil değil, ama memelilerin bazısı etçil."
bazı-bütün,Piramitlerin bazısı yeniden yapılacakmış.,Bütün piramitler yeni yapılacakmış.,Piramitlerin hiçbiri yeniden yapılmayacakmış.,Bütün piramitler yeni yapılmayacakmış.,"Piramitlerin bazısı yeniden yapılacakmış, hatta bütün piramitler yeni yapılacakmış.","Piramitlerin bazısı yeniden yapılacakmış, belki de bütün piramitler yeni yapılacakmış.",Piramitlerin bazısı yeniden yapılacakmış ama bütün piramitler yeni yapılmayacakmış.,"Bütün piramitler yeni yapılmayacakmış, hatta piramitlerin bazısı yeni yapılmayacakmış.","Bütün piramitler yeni yapılmayacakmış, belki de piramitlerin bazısı yeni yapılmayacakmış.",Bütün piramitler yeni yapılmayacakmış ama piramitlerin bazısı yeniden yapılacakmış.
bazı-bütün,Bazı müzeler kapatıldı.,Bütün müzeler kapatıldı.,Hiçbir müze kapatılmadı.,Bütün müzeler kapatılmadı.,"Bazı müzeler kapatıldı, hatta bütün müzeler kapatıldı.","Bazı müzeler kapatıldı, belki de bütün müzeler kapatıldı.",Bazı müzeler kapatıldı ama bütün müzeler kapatılmadı.,"Bütün müzeler kapatılmadı, hatta bazı müzeler kapatılmadı.","Bütün müzeler kapatılmadı, belki de bazı müzeler kapatılmadı.",Bütün müzeler kapatılmadı ama bazı müzeler kapatıldı.
bazı-bütün,Heykellerin bazısını yurtdışına kaçırmışlar.,Bütün heykelleri yurtdışına kaçırmışlar.,Heykellerin hiçbirini yurtdışına kaçırmamışlar.,Bütün heykelleri yurtdışına kaçırmamışlar.,"Heykellerin bazısını yurtdışına kaçırmışlar, hatta bütün heykelleri yurtdışına kaçırmışlar.","Heykellerin bazısını yurtdışına kaçırmışlar, belki de bütün heykelleri yurtdışına kaçırmışlar.",Heykellerin bazısını yurtdışına kaçırmışlar ama bütün heykelleri yurtdışına kaçırmamışlar.,"Bütün heykelleri yurtdışına kaçırmamışlar, hatta heykellerin bazısını yurtdışına kaçırmamışlar.","Bütün heykelleri yurtdışına kaçırmamışlar, belki de heykellerin bazısını yurtdışına kaçırmamışlar.",Bütün heykelleri yurtdışına kaçırmamışlar ama heykellerin bazısını yurtdışına kaçırmışlar.
bazı-bütün,Kalıntıların bazısı beş milyon yıl öncesinden.,Bütün kalıntılar beş milyon yıl öncesinden.,Kalıntıların hiçbiri beş milyon yıl öncesinden değil.,Bütün kalıntılar beş milyon yıl öncesinden değil.,"Kalıntıların bazısı beş milyon yıl öncesinden, hatta bütün kalıntılar beş milyon yıl öncesinden.","Kalıntıların bazısı beş milyon yıl öncesinden, belki de bütün kalıntılar beş milyon yıl öncesinden.",Kalıntıların bazısı beş milyon yıl öncesinden ama bütün kalıntılar beş milyon yıl öncesinden değil.,"Bütün kalıntılar beş milyon yıl öncesinden değil, hatta kalıntıların bazısı beş milyon yıl öncesinden değil.","Bütün kalıntılar beş milyon yıl öncesinden değil, belki de kalıntıların bazısı beş milyon yıl öncesinden değil.",Bütün kalıntılar beş milyon yıl öncesinden değil ama kalıntıların bazısı beş milyon yıl öncesinden.
bazı-bütün,Anıtların bazısını gezme fırsatımız oldu.,Bütün anıtları gezme fırsatımız oldu.,Anıtların hiçbirini gezme fırsatımız olmadı.,Bütün anıtları gezme fırsatımız olmadı.,"Anıtların bazısını gezme fırsatımız oldu, hatta bütün anıtları gezme fırsatımız oldu.","Anıtların bazısını gezme fırsatımız oldu, belki de bütün anıtları gezme fırsatımız oldu.",Anıtların bazısını gezme fırsatımız oldu ama bütün anıtları gezme fırsatımız olmadı.,"Bütün anıtları gezme fırsatımız olmadı, hatta anıtların bazısını gezme fırsatımız olmadı.","Bütün anıtları gezme fırsatımız olmadı, belki de anıtların bazısını gezme fırsatımız olmadı.",Bütün anıtları gezme fırsatımız olmadı ama anıtların bazısını gezme fırsatımız oldu.
bazı-bütün,El yazmalarının bazıları pahalı.,Bütün el yazmaları pahalı.,El yazmalarının hiçbiri pahalı değil.,Bütün el yazmaları pahalı değil.,"El yazmalarının bazıları pahalı, hatta bütün el yazmaları pahalı.","El yazmalarının bazıları pahalı, belki de bütün el yazmaları pahalı.","El yazmalarının bazıları pahalı, ama bütün el yazmaları pahalı değil.","Bütün el yazmaları pahalı değil, hatta el yazmalarının bazıları bile pahalı değil.","Bütün el yazmaları pahalı değil, belki el yazmalarının bazıları bile pahalı değil.",Bütün el yazmaları pahalı değil ama el yazmalarının bazıları pahalı.
bazı-bütün,Tatil rotalarının bazısı bizim için uygun.,Bütün tatil rotaları bizim için uygun.,Tatil rotalarının hiçbiri bizim için uygun değil.,Bütün tatil rotaları bizim için uygun değil.,"Tatil rotalarının bazısı bizim için uygun, hatta bütün tatil rotaları bizim için uygun.","Tatil rotalarının bazısı bizim için uygun, belki de bütün tatil rotaları bizim için uygun.",Tatil rotalarının bazısı bizim için uygun ama bütün tatil rotaları bizim için uygun değil.,"Bütün tatil rotaları bizim için uygun değil, hatta tatil rotalarının bazısı bizim için uygun değil.","Bütün tatil rotaları bizim için uygun değil, belki de tatil rotalarının bazısı bizim için uygun değil.",Bütün tatil rotaları bizim için uygun değil ama tatil rotalarının bazısı bizim için uygun.
bazı-bütün,Haritadaki şehirlerin bazısı tarihi.,Haritadaki bütün şehirler tarihi.,Haritadaki şehirlerin hiçbiri tarihi değil.,Haritadaki bütün şehirler tarihi değil.,"Haritadaki şehirlerin bazısı tarihi, hatta haritadaki bütün şehirler tarihi.","Haritadaki şehirlerin bazısı tarihi, belki de haritadaki bütün şehirler tarihi.",Haritadaki şehirlerin bazısı tarihi ama haritadaki bütün şehirler tarihi değil.,"Haritadaki bütün şehirler tarihi değil, hatta haritadaki şehirlerin bazısı tarihi değil.","Haritadaki bütün şehirler tarihi değil, belki de haritadaki şehirlerin bazısı tarihi değil.",Haritadaki bütün şehirler tarihi değil ama haritadaki şehirlerin bazısı tarihi.
bazı-bütün,Şehrin bazı yapıları antik çağdan.,Şehrin bütün yapıları antik çağdan.,Şehrin bazı yapıları antik çağdan değil.,Şehrin bütün yapıları antik çağdan değil.,"Şehrin bazı yapıları antik çağdan, hatta şehrin bütün yapıları antik çağdan.","Şehrin bazı yapıları antik çağdan, belki de şehrin bütün yapıları antik çağdan.",Şehrin bazı yapıları antik çağdan ama şehrin bütün yapıları antik çağdan değil.,"Şehrin bütün yapıları antik çağdan değil, hatta şehrin bazı yapıları antik çağdan değil.","Şehrin bütün yapıları antik çağdan değil, belki de şehrin bazı yapıları antik çağdan değil.",Şehrin bütün yapıları antik çağdan değil ama şehrin bazı yapıları antik çağdan.
bazı-bütün,İnternetteki sitelerin bazısına erişim kapatılmış.,İnternetteki bütün sitelere erişim kapatılmış.,İnternetteki sitelerin hiçbirine erişim kapatılmamış.,İnternetteki bütün sitelere erişim kapatılmamış.,"İnternetteki sitelerin bazısına erişim kapatılmış, hatta internetteki bütün sitelere erişim kapatılmış.","İnternetteki sitelerin bazısına erişim kapatılmış, belki de internetteki bütün sitelere erişim kapatılmış.",İnternetteki sitelerin bazısına erişim kapatılmış ama internetteki bütün sitelere erişim kapatılmamış.,"İnternetteki bütün sitelere erişim kapatılmamış, hatta internetteki sitelerin bazısına erişim kapatılmamış.","İnternetteki bütün sitelere erişim kapatılmamış, belki de internetteki sitelerin bazısına erişim kapatılmamış.",İnternetteki bütün sitelere erişim kapatılmamış ama internetteki sitelerin bazısına erişim kapatılmış.
bazı-bütün,Bazı komşularıyla başı dertte.,Bütün komşularıyla başı dertte.,Hiçbir komşusuyla başı dertte değil.,Bütün komşularıyla başı dertte değil.,"Bazı komşularıyla başı dertte, hatta bütün komşularıyla başı dertte.","Bazı komşularıyla başı dertte, belki de bütün komşularıyla başı dertte.",Bazı komşularıyla başı dertte ama bütün komşularıyla başı dertte değil.,"Bütün komşularıyla başı dertte değil, hatta bazı komşularıyla başı dertte değil.","Bütün komşularıyla başı dertte değil, belki de bazı komşularıyla başı dertte değil.",Bütün komşularıyla başı dertte değil ama bazı komşularıyla başı dertte.
bazı-bütün,Aşk hikayelerinin bazısı mutlu sonla bitiyor.,Aşk hikayelerinin bütünü mutlu sonla bitiyor.,Aşk hikayelerinin hiçbiri mutlu sonla bitmiyor.,Aşk hikayelerinin bütünü mutlu sonla bitmiyor.,"Aşk hikayelerinin bazısı mutlu sonla bitiyor, hatta aşk hikayelerinin bütünü mutlu sonla bitiyor.","Aşk hikayelerinin bazısı mutlu sonla bitiyor, belki de aşk hikayelerinin bütünü mutlu sonla bitiyor.",Aşk hikayelerinin bazısı mutlu sonla bitiyor ama aşk hikayelerinin bütünü mutlu sonla bitmiyor.,"Aşk hikayelerinin bütünü mutlu sonla bitmiyor, hatta aşk hikayelerinin bazısı mutlu sonla bitmiyor.","Aşk hikayelerinin bütünü mutlu sonla bitmiyor, belki de aşk hikayelerinin bazısı mutlu sonla bitmiyor.",Aşk hikayelerinin bütünü mutlu sonla bitmiyor ama aşk hikayelerinin bazısı mutlu sonla bitiyor.
bazı-bütün,Öfke nöbetlerinin bazısını kontrol etmiş.,Bütün öfke nöbetlerini kontrol etmemiş.,Öfke nöbetlerinin hiçbirini kontrol etmemiş.,Bütün öfke nöbetlerini kontrol etmiş.,"Öfke nöbetlerinin bazısını kontrol etmiş, hatta bütün öfke nöbetlerini kontrol etmiş.","Öfke nöbetlerinin bazısını kontrol etmiş, belki de bütün öfke nöbetlerini kontrol etmiş.",Öfke nöbetlerinin bazısını kontrol etmiş ama bütün öfke nöbetlerini kontrol etmemiş.,"Bütün öfke nöbetlerini kontrol etmemiş, hatta öfke nöbetlerinin bazısını kontrol etmemiş.","Bütün öfke nöbetlerini kontrol etmemiş, belki de öfke nöbetlerinin bazısını kontrol etmemiş.",Bütün öfke nöbetlerini kontrol etmemiş ama öfke nöbetlerinin bazısını kontrol etmiş.
bazı-bütün,Bazı hayallerini gerçekleştirdi.,Bütün hayallerini gerçekleştirdi.,Hiçbir hayalini gerçekleştirmedi.,Bütün hayallerini gerçekleştirmedi.,"Bazı hayallerini gerçekleştirdi, hatta bütün hayallerini gerçekleştirdi.","Bazı hayallerini gerçekleştirdi, belki de bütün hayallerini gerçekleştirdi.",Bazı hayallerini gerçekleştirdi ama bütün hayallerini gerçekleştirmedi.,"Bütün hayallerini gerçekleştirmedi, hatta bazı hayallerini gerçekleştirmedi.","Bütün hayallerini gerçekleştirmedi, belki de bazı hayallerini gerçekleştirmedi.",Bütün hayallerini gerçekleştirmedi ama bazı hayallerini gerçekleştirdi.
