scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
muhtemelen-kesin,Yasakları muhtemelen kaldırmışlar.,Yasakları kaldırdıkları kesinmiş.,Yasakları muhtemelen kaldırmamışlar.,Yasakları kaldırdıkları kesin değilmiş.,"Yasakları muhtemelen kaldırmışlar, hatta kaldırdıkları kesinmiş.","Yasakları muhtemelen kaldırmışlar, belki de kaldırdıkları kesinmiş.","Yasakları muhtemelen kaldırmışlar, ama kaldırdıkları kesin değilmiş.","Yasakları kaldırdıkları kesin değilmiş, hatta muhtemelen kaldırmamışlar.","Yasakları kaldırdıkları kesin değilmiş, muhtemelen kaldırmamışlar bile.","Yasakları kaldırdıkları kesin değilmiş, ama muhtemelen kaldırmışlar."
muhtemelen-kesin,Hayatını muhtemelen eşi düzene sokmuş.,Hayatını eşinin düzene soktuğu kesinmiş.,Hayatını muhtemelen eşi düzene sokmamış.,Hayatını eşinin düzene soktuğu kesin değilmiş.,"Hayatını muhtemelen eşi düzene sokmuş, hatta eşinin düzene soktuğu kesinmiş.","Hayatını muhtemelen eşi düzene sokmuş, belki de eşinin düzene soktuğu kesinmiş.","Hayatını muhtemelen eşi düzene sokmuş, ama eşinin düzene soktuğu kesin değilmiş.","Hayatını eşinin düzene soktuğu kesin değilmiş, hatta muhtemelen eşi düzene sokmamış.","Hayatını eşinin düzene soktuğu kesin değilmiş, muhtemelen eşi düzene sokmamış bile.","Hayatını eşinin düzene soktuğu kesin değilmiş, ama muhtemelen eşi düzene sokmuş."
muhtemelen-kesin,Öğrenciler muhtemelen talimatlarımızı uygulamışlar.,Öğrencilerin talimatlarımızı uyguladıkları kesinmiş.,Öğrenciler muhtemelen talimatlarımızı uygulamamışlar.,Öğrencilerin talimatlarımızı uyguladıkları kesin değilmiş.,"Öğrenciler muhtemelen talimatlarımızı uygulamışlar, hatta uyguladıkları kesinmiş.","Öğrenciler muhtemelen talimatlarımızı uygulamışlar, belki de uyguladıkları kesinmiş.","Öğrenciler muhtemelen talimatlarımızı uygulamışlar, ama uyguladıkları kesin değilmiş.","Öğrencilerin talimatlarımızı uyguladıkları kesin değilmiş, hatta muhtemelen talimatlarımızı uygulamamışlar.","Öğrencilerin talimatlarımızı uyguladıkları kesin değilmiş, muhtemelen talimatlarımızı uygulamamışlar bile.","Öğrencilerin talimatlarımızı uyguladıkları kesin değilmiş, ama muhtemelen talimatlarımızı uygulamışlar."
muhtemelen-kesin,Şifresini muhtemelen değiştirmiş.,Şifresini değiştirdiği kesinmiş.,Şifresini muhtemelen değiştirmemiş.,Şifresini değiştirdiği kesin değilmiş.,"Şifresini muhtemelen değiştirmiş, hatta değiştirdiği kesinmiş.","Şifresini muhtemelen değiştirmiş, belki de değiştirdiği kesinmiş.","Şifresini muhtemelen değiştirmiş, ama değiştirdiği kesin değilmiş.","Şifresini değiştirdiği kesin değilmiş, hatta muhtemelen değiştirmemiş.","Şifresini değiştirdiği kesin değilmiş, muhtemelen değiştirmemiş bile.","Şifresini değiştirdiği kesin değilmiş, ama muhtemelen değiştirmiş."
muhtemelen-kesin,Tarlasını muhtemelen satmış.,Tarlasını sattığı kesinmiş.,Tarlasını muhtemelen satmamış.,Tarlasını sattığı kesin değilmiş.,"Tarlasını muhtemelen satmış, hatta sattığı kesinmiş.","Tarlasını muhtemelen satmış, belki de sattığı kesinmiş.","Tarlasını muhtemelen satmış, ama sattığı kesin değilmiş.","Tarlasını sattığı kesin değilmiş, hatta muhtemelen satmamış.","Tarlasını sattığı kesin değilmiş, muhtemelen satmamış bile.","Tarlasını sattığı kesin değilmiş, ama muhtemelen satmış."
muhtemelen-kesin,Dün gelen çocukları muhtemelen görmüşler.,Dün gelen çocukları gördükleri kesinmiş.,Dün gelen çocukları muhtemelen görmemişler.,Dün gelen çocukları gördükleri kesin değilmiş.,"Dün gelen çocukları muhtemelen görmüşler, hatta gördükleri kesinmiş.","Dün gelen çocukları muhtemelen görmüşler, belki de gördükleri kesinmiş.","Dün gelen çocukları muhtemelen görmüşler, ama gördükleri kesin değilmiş.","Dün gelen çocukları gördükleri kesin değilmiş, hatta muhtemelen görmemişler.","Dün gelen çocukları gördükleri kesin değilmiş, muhtemelen görmemişler bile.","Dün gelen çocukları gördükleri kesin değilmiş, ama muhtemelen görmüşler."
muhtemelen-kesin,Tiyatroyu muhtemelen kapatmışlar.,Tiyatroyu kapattıkları kesinmiş.,Tiyatroyu muhtemelen kapatmamışlar.,Tiyatroyu kapattıkları kesin değilmiş.,"Tiyatroyu muhtemelen kapatmışlar, hatta kapattıkları kesinmiş.","Tiyatroyu muhtemelen kapatmışlar, belki de kapattıkları kesinmiş.","Tiyatroyu muhtemelen kapatmışlar, ama kapattıkları kesin değilmiş.","Tiyatroyu kapattıkları kesin değilmiş, hatta muhtemelen kapatmamışlar.","Tiyatroyu kapattıkları kesin değilmiş, muhtemelen kapatmamışlar bile.","Tiyatroyu kapattıkları kesin değilmiş, ama muhtemelen kapatmışlar."
muhtemelen-kesin,Arkadaşlarını muhtemelen babası karşılamış.,Arkadaşlarını babasının karşıladığı kesinmiş.,Arkadaşlarını muhtemelen babası karşılamamış.,Arkadaşlarını babasının karşıladığı kesin değilmiş.,"Arkadaşlarını muhtemelen babası karşılamış, hatta babasının karşıladığı kesinmiş.","Arkadaşlarını muhtemelen babası karşılamış, belki de babasının karşıladığı kesinmiş.","Arkadaşlarını muhtemelen babası karşılamış, ama babasının karşıladığı kesin değilmiş.","Arkadaşlarını babasının karşıladığı kesin değilmiş, hatta muhtemelen babası karşılamamış.","Arkadaşlarını babasının karşıladığı kesin değilmiş, muhtemelen babası karşılamamış bile.","Arkadaşlarını babasının karşıladığı kesin değilmiş, ama muhtemelen babası karşılamış."
muhtemelen-kesin,Şiir kitabını muhtemelen satmış.,Şiir kitabını sattığı kesinmiş.,Şiir kitabını muhtemelen satmamış.,Şiir kitabını sattığı kesin değilmiş.,"Şiir kitabını muhtemelen satmış, hatta sattığı kesinmiş.","Şiir kitabını muhtemelen satmış, belki de sattığı kesinmiş.","Şiir kitabını muhtemelen satmış, ama sattığı kesin değilmiş.","Şiir kitabını sattığı kesin değilmiş, hatta muhtemelen satmamış.","Şiir kitabını sattığı kesin değilmiş, muhtemelen satmamış bile.","Şiir kitabını sattığı kesin değilmiş, ama muhtemelen satmış."
muhtemelen-kesin,İtalyan aktör muhtemelen büyük davete katılmış.,İtalyan aktörün büyük davete katıldığı kesinmiş.,İtalyan aktör muhtemelen büyük davete katılmamış.,İtalyan aktörün büyük davete katıldığı kesin değilmiş.,"İtalyan aktör muhtemelen büyük davete katılmış, hatta katıldığı kesinmiş.","İtalyan aktör muhtemelen büyük davete katılmış, belki de katıldığı kesinmiş.","İtalyan aktör muhtemelen büyük davete katılmış, ama katıldığı kesin değilmiş.","İtalyan aktörün büyük davete katıldığı kesin değilmiş, hatta muhtemelen büyük davete katılmamış.","İtalyan aktörün büyük davete katıldığı kesin değilmiş, muhtemelen büyük davete katılmamış bile.","İtalyan aktörün büyük davete katıldığı kesin değilmiş, ama muhtemelen büyük davete katılmış."
muhtemelen-kesin,İstedikleri bilançoya muhtemelen ulaşmışlar.,İstedikleri bilançoya ulaştıkları kesinmiş.,İstedikleri bilançoya muhtemelen ulaşmamışlar.,İstedikleri bilançoya ulaştıkları kesin değilmiş.,"İstedikleri bilançoya muhtemelen ulaşmışlar, hatta ulaştıkları kesinmiş.","İstedikleri bilançoya muhtemelen ulaşmışlar, belki de ulaştıkları kesinmiş.","İstedikleri bilançoya muhtemelen ulaşmışlar, ama ulaştıkları kesin değilmiş.","İstedikleri bilançoya ulaştıkları kesin değilmiş, hatta muhtemelen ulaşmamışlar.","İstedikleri bilançoya ulaştıkları kesin değilmiş, muhtemelen ulaşmamışlar bile.","İstedikleri bilançoya ulaştıkları kesin değilmiş, ama muhtemelen ulaşmışlar."
muhtemelen-kesin,Burak oyunun son görevini muhtemelen tamamlamış.,Burak'ın oyunun son görevini tamamladığı kesinmiş.,Burak oyunun son görevini muhtemelen tamamlamamış.,Burak'ın oyunun son görevini tamamladığı kesin değilmiş.,"Burak oyunun son görevini muhtemelen tamamlamış, hatta tamamladığı kesinmiş.","Burak oyunun son görevini muhtemelen tamamlamış, belki de tamamladığı kesinmiş.","Burak oyunun son görevini muhtemelen tamamlamış, ama tamamladığı kesin değilmiş.","Burak'ın oyunun son görevini tamamladığı kesin değilmiş, hatta muhtemelen tamamlamamış.","Burak'ın oyunun son görevini tamamladığı kesin değilmiş, muhtemelen tamamlamamış bile.","Burak'ın oyunun son görevini tamamladığı kesin değilmiş, ama muhtemelen tamamlamış."
muhtemelen-kesin,Belediye bu ağaçları muhtemelen dün ilaçlamış.,Belediyenin bu ağaçları dün ilaçladığı kesinmiş.,Belediye bu ağaçları muhtemelen dün ilaçlamamış.,Belediyenin bu ağaçları dün ilaçladığı kesin değilmiş.,"Belediye bu ağaçları muhtemelen dün ilaçlamış, hatta dün ilaçladığı kesinmiş.","Belediye bu ağaçları muhtemelen dün ilaçlamış, belki de dün ilaçladığı kesinmiş.","Belediye bu ağaçları muhtemelen dün ilaçlamış, ama dün ilaçladığı kesin değilmiş.","Belediyenin bu ağaçları dün ilaçladığı kesin değilmiş, hatta muhtemelen dün ilaçlamamış.","Belediyenin bu ağaçları dün ilaçladığı kesin değilmiş, muhtemelen dün ilaçlamamış bile.","Belediyenin bu ağaçları dün ilaçladığı kesin değilmiş, ama muhtemelen dün ilaçlamış."
muhtemelen-kesin,Okul yönetimi muhtemelen dersleri uzatmıştır.,Okul yönetiminin dersleri uzatmış olduğu kesin.,Okul yönetimi muhtemelen dersleri uzatmamıştır.,Okul yönetiminin dersleri uzatmış olduğu kesin değil.,"Okul yönetimi muhtemelen dersleri uzatmıştır, hatta dersleri uzatmış olduğu kesin.","Okul yönetimi muhtemelen dersleri uzatmıştır, belki de dersleri uzatmış olduğu kesin.","Okul yönetimi muhtemelen dersleri uzatmıştır, ama dersleri uzatmış olduğu kesin değil.","Okul yönetiminin dersleri uzatmış olduğu kesin değil, hatta muhtemelen dersleri uzatmamıştır.","Okul yönetiminin dersleri uzatmış olduğu kesin değil, muhtemelen dersleri uzatmamıştır bile.","Okul yönetiminin dersleri uzatmış olduğu kesin değil değil, ama muhtemelen dersleri uzatmıştır."
muhtemelen-kesin,Otobüs muhtemelen İstanbul'un içinde durmuştur.,Otobüsün İstanbul'un içinde durmuş olduğu kesin.,Otobüs muhtemelen İstanbul'un içinde durmamıştır.,Otobüsün İstanbul'un içinde durmuş olduğu kesin değil.,"Otobüs muhtemelen İstanbul'un içinde durmuştur, hatta İstanbul'un içinde durmuş olduğu kesin.","Otobüs muhtemelen İstanbul'un içinde durmuştur, belki de İstanbul'un içinde durmuş olduğu kesin.","Otobüs muhtemelen İstanbul'un içinde durmuştur, ama İstanbul'un içinde durmuş olduğu kesin değil.","Otobüsün İstanbul'un içinde durmuş olduğu kesin değil, hatta muhtemelen İstanbul'un içinde durmamıştır.","Otobüsün İstanbul'un içinde durmuş olduğu kesin değil değil, muhtemelen İstanbul'un içinde durmamıştır bile.","Otobüsün İstanbul'un içinde durmuş olduğu kesin değil değil, ama muhtemelen İstanbul'un içinde durmuştur."
muhtemelen-kesin,Düğün davetiyelerini muhtemelen dağıtmışlardır.,Düğün davetiyelerini dağıtmış oldukları kesin.,Düğün davetiyelerini muhtemelen dağıtmamışlardır.,Düğün davetiyelerini dağıtmış oldukları kesin değil.,"Düğün davetiyelerini muhtemelen dağıtmışlardır, hatta dağıtmış oldukları kesin.","Düğün davetiyelerini muhtemelen dağıtmışlardır, belki de dağıtmış oldukları kesin.","Düğün davetiyelerini muhtemelen dağıtmışlardır, ama dağıtmış oldukları kesin değil.","Düğün davetiyelerini dağıtmış oldukları kesin değil, hatta muhtemelen dağıtmamışlardır.","Düğün davetiyelerini dağıtmış oldukları kesin değil, muhtemelen dağıtmamışlardır bile.","Düğün davetiyelerini dağıtmış oldukları kesin değil, ama muhtemelen dağıtmışlardır."
muhtemelen-kesin,Görevliler uyuyanları muhtemelen uyandırmıştır.,Görevlilerin uyuyanları uyandırmış oldukları kesin.,Görevliler uyuyanları muhtemelen uyandırmamıştır.,Görevlilerin uyuyanları uyandırmış oldukları kesin değil.,"Görevliler uyuyanları muhtemelen uyandırmıştır, hatta uyandırmış oldukları kesin.","Görevliler uyuyanları muhtemelen uyandırmıştır, belki de uyandırmış oldukları kesin.","Görevliler uyuyanları muhtemelen uyandırmıştır, ama uyandırmış oldukları kesin değil.","Görevlilerin uyuyanları uyandırmış oldukları kesin değil, hatta muhtemelen uyandırmamışlardır.","Görevlilerin uyuyanları uyandırmış oldukları kesin değil, muhtemelen uyandırmamışlardır bile.","Görevlilerin uyuyanları uyandırmış oldukları kesin değil, ama muhtemelen uyandırmışlardır."
muhtemelen-kesin,Fatma telefonunun ekranını muhtemelen tamir etmiştir.,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin.,Fatma telefonunun ekranını muhtemelen tamir etmemiştir.,Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin değil.,"Fatma telefonunun ekranını muhtemelen tamir etmiştir, hatta tamir etmiş olduğu kesin.","Fatma telefonunun ekranını muhtemelen tamir etmiştir, belki de tamir etmiş olduğu kesin.","Fatma telefonunun ekranını muhtemelen tamir etmiştir, ama tamir etmiş olduğu kesin değil.","Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin değil, hatta muhtemelen tamir etmemiştir.","Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin değil, muhtemelen tamir etmemiştir bile.","Fatma'nın telefonunun ekranını tamir etmiş olduğu kesin değil, ama muhtemelen tamir etmiştir."
muhtemelen-kesin,Çekyatın yaylarını muhtemelen değiştirmiştir.,Çekyatın yaylarını değiştirmiş olduğu kesin.,Çekyatın yaylarını muhtemelen değiştirmemiştir.,Çekyatın yaylarını değiştirmiş olduğu kesin değil.,"Çekyatın yaylarını muhtemelen değiştirmiştir, hatta değiştirmiş olduğu kesin.","Çekyatın yaylarını muhtemelen değiştirmiştir, belki de değiştirmiş olduğu kesin.","Çekyatın yaylarını muhtemelen değiştirmiştir, ama değiştirmiş olduğu kesin değil.","Çekyatın yaylarını değiştirmiş olduğu kesin değil, hatta muhtemelen değiştirmemiştir.","Çekyatın yaylarını değiştirmiş olduğu kesin değil, muhtemelen değiştirmemiştir bile.","Çekyatın yaylarını değiştirmiş olduğu kesin değil, ama muhtemelen değiştirmiştir."
muhtemelen-kesin,Yeni grup bu işi muhtemelen bitirmiştir.,Yeni grubun bu işi bitirmiş olduğu kesin.,Yeni grup bu işi muhtemelen bitirmemiştir.,Yeni grubun bu işi bitirmiş olduğu kesin değil.,"Yeni grup bu işi muhtemelen bitirmiştir, hatta bitirmiş olduğu kesin.","Yeni grup bu işi muhtemelen bitirmiştir, belki de bitirmiş olduğu kesin.","Yeni grup bu işi muhtemelen bitirmiştir, ama bitirmiş olduğu kesin değil.","Yeni grubun bu işi bitirmiş olduğu kesin değil, hatta muhtemelen bitirmemiştir.","Yeni grubun bu işi bitirmiş olduğu kesin değil, muhtemelen bitirmemiştir bile.","Yeni grubun bu işi bitirmiş olduğu kesin değil, ama muhtemelen bitirmiştir."
muhtemelen-kesin,Bilgisayarındaki gereksiz programları muhtemelen kaldırmıştır.,Bilgisayarındaki gereksiz programları kaldırmış olduğu kesin.,Bilgisayarındaki gereksiz programları muhtemelen kaldırmamıştır.,Bilgisayarındaki gereksiz programları kaldırmış olduğu kesin değil.,"Bilgisayarındaki gereksiz programları muhtemelen kaldırmıştır, hatta kaldırmış olduğu kesin.","Bilgisayarındaki gereksiz programları muhtemelen kaldırmıştır, belki de kaldırmış olduğu kesin.","Bilgisayarındaki gereksiz programları muhtemelen kaldırmıştır, ama kaldırmış olduğu kesin değil.","Bilgisayarındaki gereksiz programları kaldırmış olduğu kesin değil, hatta muhtemelen kaldırmamıştır.","Bilgisayarındaki gereksiz programları kaldırmış olduğu kesin değil, muhtemelen kaldırmamıştır bile.","Bilgisayarındaki gereksiz programları kaldırmış olduğu kesin değil, ama muhtemelen kaldırmıştır."
muhtemelen-kesin,Hislerini size muhtemelen anlatmıştır.,Hislerini size anlatmış olduğu kesin.,Hislerini size muhtemelen anlatmamıştır.,Hislerini size anlatmış olduğu kesin değil.,"Hislerini size muhtemelen anlatmıştır, hatta anlatmış olduğu kesin.","Hislerini size muhtemelen anlatmıştır, belki de anlatmış olduğu kesin.","Hislerini size muhtemelen anlatmıştır, ama anlatmış olduğu kesin değil.","Hislerini size anlatmış olduğu kesin değil, hatta muhtemelen anlatmamıştır.","Hislerini size anlatmış olduğu kesin değil, muhtemelen anlatmamıştır bile.","Hislerini size anlatmış olduğu kesin değil, ama muhtemelen anlatmıştır."
muhtemelen-kesin,İstanbul'daki akrabalarını muhtemelen görmüştür.,İstanbul'daki akrabalarını görmüş olduğu kesin.,İstanbul'daki akrabalarını muhtemelen görmemiştir.,İstanbul'daki akrabalarını görmüş olduğu kesin değil.,"İstanbul'daki akrabalarını muhtemelen görmüştür, hatta görmüş olduğu kesin.","İstanbul'daki akrabalarını muhtemelen görmüştür, belki de görmüş olduğu kesin.","İstanbul'daki akrabalarını muhtemelen görmüştür, ama görmüş olduğu kesin değil.","İstanbul'daki akrabalarını görmüş olduğu kesin değil, hatta muhtemelen görmemiştir.","İstanbul'daki akrabalarını görmüş olduğu kesin değil, muhtemelen görmemiştir bile.","İstanbul'daki akrabalarını görmüş olduğu kesin değil, ama muhtemelen görmüştür."
