scale,A,B,C,D,D2,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement,C_implicature_1,C_implicature_2,C_implicature_3
on beş-yirmi,Şarkının on beş bölümü var.,Şarkının yirmi bölümü var.,Şarkının on beş bölümü yok.,Şarkının yirmi bölümü yok.,Şarkının on beşten fazla bölümü yok.,"Şarkının on beş bölümü var, hatta yirmi bölümü var.","Şarkının on beş bölümü var, belki de yirmi bölümü var.",Şarkının on beş bölümü var ama yirmi bölümü yok.,"Şarkının yirmi bölümü yok, hatta on beş bölümü bile yok.","Şarkının yirmi bölümü yok, belki on beş bölümü bile yok.",Şarkının yirmi bölümü yok ama on beş bölümü var.,Şarkının on beşten az bölümü var.,Şarkının en fazla on dört bölümü var.,Şarkının en az bir tane bölümü var.
on beş-yirmi,Koronavirüs on beş ülkede görüldü.,Koronavirüs yirmi ülkede görüldü.,Koronavirüs on beş ülkede görülmedi.,Koronavirüs yirmi ülkede görülmedi.,Koronavirüs on beşten fazla ülkede görülmedi.,"Koronavirüs on beş ülkede görüldü, hatta yirmi ülkede görüldü.","Koronavirüs on beş ülkede görüldü, belki de yirmi ülkede görüldü.",Koronavirüs on beş ülkede görüldü ama yirmi ülkede görülmedi.,"Koronavirüs yirmi ülkede görülmedi, hatta on beş ülkede bile görülmedi.","Koronavirüs yirmi ülkede görülmedi, belki on beş ülkede bile görülmedi.",Koronavirüs yirmi ülkede görülmedi ama on beş ülkede görüldü.,Koronavirüs on beşten az ülkede görüldü.,Koronavirüs en fazla on dört ülkede görüldü.,Koronavirüs en az bir tane ülkede görüldü.
on beş-yirmi,Koro on beş şarkı söyleyecek.,Koro yirmi şarkı söyleyecek.,Koro on beş şarkı söylemeyecek.,Koro yirmi şarkı söylemeyecek.,Koro on beşten fazla şarkı söylemeyecek.,"Koro on beş şarkı söyleyecek, hatta yirmi şarkı söyleyecek.","Koro on beş şarkı söyleyecek, belki de yirmi şarkı söyleyecek.",Koro on beş şarkı söyleyecek ama yirmi şarkı söylemeyecek.,"Koro yirmi şarkı söylemeyecek, hatta on beş şarkı bile söylemeyecek.","Koro yirmi şarkı söylemeyecek, belki on beş şarkı bile söylemeyecek.",Koro yirmi şarkı söylemeyecek ama on beş şarkı söyleyecek.,Koro on beşten az şarkı söyleyecek.,Koro en fazla on dört şarkı söyleyecek.,Koro en az bir tane şarkı söyleyecek.
on beş-yirmi,On beş giysi giymiş.,Yirmi giysi giymiş.,On beş giysi giymemiş.,Yirmi giysi giymemiş.,On beşten fazla giysi giymemiş.,"On beş giysi giymiş, hatta yirmi giysi giymiş.","On beş giysi giymiş, belki de yirmi giysi giymiş.",On beş giysi giymiş ama yirmi giysi giymemiş.,"Yirmi giysi giymemiş, hatta on beş giysi bile giymemiş.","Yirmi giysi giymemiş, belki on beş giysi bile giymemiş.",Yirmi giysi giymemiş ama on beş giysi giymiş.,On beşten az giysi giymiş.,En fazla on dört giysi giymiş.,En az bir tane giysi giymiş.
on beş-yirmi,On beş dakika uyumuş.,Yirmi dakika uyumuş.,On beş dakika uyumamış.,Yirmi dakika uyumamış.,On beşten fazla dakika uyumamış.,"On beş dakika uyumuş, hatta yirmi dakika uyumuş.","On beş dakika uyumuş, belki de yirmi dakika uyumuş.",On beş dakika uyumuş ama yirmi dakika uyumamış.,"Yirmi dakika uyumamış, hatta on beş dakika bile uyumamış.","Yirmi dakika uyumamış, belki on beş dakika bile uyumamış.",Yirmi dakika uyumamış ama on beş dakika uyumuş.,On beşten az dakika uyumuş.,En fazla on dört dakika uyumuş.,En az bir tane dakika uyumuş.
on beş-yirmi,On beş dil öğrenmiş.,Yirmi dil öğrenmiş.,On beş dil öğrenmemiş.,Yirmi dil öğrenmemiş.,On beşten fazla dil öğrenmemiş.,"On beş dil öğrenmiş, hatta yirmi dil öğrenmiş.","On beş dil öğrenmiş, belki de yirmi dil öğrenmiş.",On beş dil öğrenmiş ama yirmi dil öğrenmemiş.,"Yirmi dil öğrenmemiş, hatta on beş dil bile öğrenmemiş.","Yirmi dil öğrenmemiş, belki on beş dil bile öğrenmemiş.",Yirmi dil öğrenmemiş ama on beş dil öğrenmiş.,On beşten az dil öğrenmiş.,En fazla on dört dil öğrenmiş.,En az bir tane dil öğrenmiş.
on beş-yirmi,Türkçede on beş aksan yapıyor.,Türkçede yirmi aksan yapıyor.,Türkçede on beş aksan yapmıyor.,Türkçede yirmi aksan yapmıyor.,Türkçede on beşten fazla aksan yapmıyor.,"Türkçede on beş aksan yapıyor, hatta yirmi aksan yapıyor.","Türkçede on beş aksan yapıyor, belki de yirmi aksan yapıyor.",Türkçede on beş aksan yapıyor ama yirmi aksan yapmıyor.,"Türkçede yirmi aksan yapmıyor, hatta on beş aksan bile yapmıyor.","Türkçede yirmi aksan yapmıyor, belki on beş aksan bile yapmıyor.",Türkçede yirmi aksan yapmıyor ama on beş aksan yapıyor.,Türkçede on beşten az aksan yapıyor.,Türkçede en fazla on dört aksan yapıyor.,Türkçede en az bir tane aksan yapıyor.
on beş-yirmi,Burada on beş metro hattı var.,Burada yirmi metro hattı var.,Burada on beş metro hattı yok.,Burada yirmi metro hattı yok.,Burada on beşten fazla metro hattı yok.,"Burada on beş metro hattı var, hatta yirmi metro hattı var.","Burada on beş metro hattı var, belki de yirmi metro hattı var.",Burada on beş metro hattı var ama yirmi metro hattı yok.,"Burada yirmi metro hattı yok, hatta on beş metro hattı bile yok.","Burada yirmi metro hattı yok, belki on beş metro hattı bile yok.",Burada yirmi metro hattı yok ama on beş metro hattı var.,Burada on beşten az metro hattı var.,Burada en fazla on dört metro hattı var.,Burada en az bir tane metro hattı var.
on beş-yirmi,Ekipte on beş kişi var.,Ekipte yirmi kişi var.,Ekipte on beş kişi yok.,Ekipte yirmi kişi yok.,Ekipte on beşten fazla kişi yok.,"Ekipte on beş kişi var, hatta yirmi kişi var.","Ekipte on beş kişi var, belki de yirmi kişi var.",Ekipte on beş kişi var ama yirmi kişi yok.,"Ekipte yirmi kişi yok, hatta on beş kişi bile yok.","Ekipte yirmi kişi yok, belki on beş kişi bile yok.",Ekipte yirmi kişi yok ama on beş kişi var.,Ekipte on beşten az kişi var.,Ekipte en fazla on dört kişi var.,Ekipte en az bir tane kişi var.
on beş-yirmi,Kutuda on beş bisküvi var.,Kutuda yirmi bisküvi var.,Kutuda on beş bisküvi yok.,Kutuda yirmi bisküvi yok.,Kutuda on beşten fazla bisküvi yok.,"Kutuda on beş bisküvi var, hatta yirmi bisküvi var.","Kutuda on beş bisküvi var, belki de yirmi bisküvi var.",Kutuda on beş bisküvi var ama yirmi bisküvi yok.,"Kutuda yirmi bisküvi yok, hatta on beş bisküvi bile yok.","Kutuda yirmi bisküvi yok, belki on beş bisküvi bile yok.",Kutuda yirmi bisküvi yok ama on beş bisküvi var.,Kutuda on beşten az bisküvi var.,Kutuda en fazla on dört bisküvi var.,Kutuda en az bir tane bisküvi var.
on beş-yirmi,On beş nehir temizlendi.,Yirmi nehir temizlendi.,On beş nehir temizlenmedi.,Yirmi nehir temizlenmedi.,On beşten fazla nehir temizlenmedi.,"On beş nehir temizlendi, hatta yirmi nehir temizlendi.","On beş nehir temizlendi, belki de yirmi nehir temizlendi.",On beş nehir temizlendi ama yirmi nehir temizlenmedi.,"Yirmi nehir temizlenmedi, hatta on beş nehir bile temizlenmedi.","Yirmi nehir temizlenmedi, belki on beş nehir bile temizlenmedi.",Yirmi nehir temizlenmedi ama on beş nehir temizlendi.,On beşten az nehir temizlendi.,En fazla on dört nehir temizlendi.,En az bir tane nehir temizlendi.
on beş-yirmi,On beş hedefe ulaşıldı.,Yirmi hedefe ulaşıldı.,On beş hedefe ulaşılmadı.,Yirmi hedefe ulaşılmadı.,On beşten fazla hedefe ulaşılmadı.,"On beş hedefe ulaşıldı, hatta yirmi hedefe ulaşıldı.","On beş hedefe ulaşıldı, belki de yirmi hedefe ulaşıldı.",On beş hedefe ulaşıldı ama yirmi hedefe ulaşılmadı.,"Yirmi hedefe ulaşılmadı, hatta on beş hedefe bile ulaşılmadı.","Yirmi hedefe ulaşılmadı, belki on beş hedefe bile ulaşılmadı.",Yirmi hedefe ulaşılmadı ama on beş hedefe ulaşıldı.,On beşten az hedefe ulaşıldı.,En fazla on dört hedefe ulaşıldı.,En az bir tane hedefe ulaşıldı.
on beş-yirmi,Şirket on beş ülkede etkin.,Şirket yirmi ülkede etkin.,Şirket on beş ülkede etkin değil.,Şirket yirmi ülkede etkin değil.,Şirket on beşten fazla ülkede etkin değil.,"Şirket on beş ülkede etkin, hatta yirmi ülkede etkin.","Şirket on beş ülkede etkin, belki de yirmi ülkede etkin.",Şirket on beş ülkede etkin ama yirmi ülkede etkin değil.,"Şirket yirmi ülkede etkin değil, hatta on beş ülkede bile etkin değil.","Şirket yirmi ülkede etkin değil, belki on beş ülkede bile etkin değil.",Şirket yirmi ülkede etkin değil ama on beş ülkede etkin.,Şirket on beşten az ülkede etkin.,Şirket en fazla on dört ülkede etkin.,Şirket en az bir tane ülkede etkin.
on beş-yirmi,Mağazaların on beş müşterisi var.,Mağazaların yirmi müşterisi var.,Mağazaların on beş müşterisi yok.,Mağazaların yirmi müşterisi yok.,Mağazaların on beşten fazla müşterisi yok.,"Mağazaların on beş müşterisi var, hatta yirmi müşterisi var.","Mağazaların on beş müşterisi var, belki de yirmi müşterisi var.",Mağazaların on beş müşterisi var ama yirmi müşterisi yok.,"Mağazaların yirmi müşterisi yok, hatta on beş müşterisi bile yok.","Mağazaların yirmi müşterisi yok, belki on beş müşterisi bile yok.",Mağazaların yirmi müşterisi yok ama on beş müşterisi var.,Mağazaların on beşten az müşterisi var.,Mağazaların en fazla on dört müşterisi var.,Mağazaların en az bir tane müşterisi var.
on beş-yirmi,On beş fikir çıktı.,Yirmi fikir çıktı.,On beş fikir çıkmadı.,Yirmi fikir çıkmadı.,On beşten fazla fikir çıkmadı.,"On beş fikir çıktı, hatta yirmi fikir çıktı.","On beş fikir çıktı, belki de yirmi fikir çıktı.",On beş fikir çıktı ama yirmi fikir çıkmadı.,"Yirmi fikir çıkmadı, hatta on beş fikir bile çıkmadı.","Yirmi fikir çıkmadı, belki on beş fikir bile çıkmadı.",Yirmi fikir çıkmadı ama on beş fikir çıktı.,On beşten az fikir çıktı.,En fazla on dört fikir çıktı.,En az bir tane fikir çıktı.
on beş-yirmi,On beş dakika alkışlandı.,Yirmi dakika alkışlandı.,On beş dakika alkışlanmadı.,Yirmi dakika alkışlanmadı.,On beşten fazla dakika alkışlanmadı.,"On beş dakika alkışlandı, hatta yirmi dakika alkışlandı.","On beş dakika alkışlandı, belki de yirmi dakika alkışlandı.",On beş dakika alkışlandı ama yirmi dakika alkışlanmadı.,"Yirmi dakika alkışlanmadı, hatta on beş dakika bile alkışlanmadı.","Yirmi dakika alkışlanmadı, belki on beş dakika bile alkışlanmadı.",Yirmi dakika alkışlanmadı ama on beş dakika alkışlandı.,On beşten az dakika alkışlandı.,En fazla on dört dakika alkışlandı.,En az bir tane dakika alkışlandı.
on beş-yirmi,On beş saat suyun altında kaldı.,Yirmi saat suyun altında kaldı.,On beş saat suyun altında kalmadı.,Yirmi saat suyun altında kalmadı.,On beşten fazla saat suyun altında kalmadı.,"On beş saat suyun altında kaldı, hatta yirmi saat suyun altında kaldı.","On beş saat suyun altında kaldı, belki de yirmi saat suyun altında kaldı.",On beş saat suyun altında kaldı ama yirmi saat suyun altında kalmadı.,"Yirmi saat suyun altında kalmadı, hatta on beş saat bile suyun altında kalmadı.","Yirmi saat suyun altında kalmadı, belki on beş saat bile suyun altında kalmadı.",Yirmi saat suyun altında kalmadı ama on beş saat suyun altında kaldı.,On beşten az saat suyun altında kaldı.,En fazla on dört saat suyun altında kaldı.,En az bir saat suyun altında kaldı.
on beş-yirmi,Evlilikleri on beş yıl sürdü.,Evlilikleri yirmi yıl sürdü.,Evlilikleri on beş yıl sürmedi.,Evlilikleri yirmi yıl sürmedi.,Evlilikleri on beşten fazla yıl sürmedi.,"Evlilikleri on beş yıl sürdü, hatta yirmi yıl sürdü.","Evlilikleri on beş yıl sürdü, belki de yirmi yıl sürdü.",Evlilikleri on beş yıl sürdü ama yirmi yıl sürmedi.,"Evlilikleri yirmi yıl sürmedi, hatta on beş yıl bile sürmedi.","Evlilikleri yirmi yıl sürmedi, belki on beş yıl bile sürmedi.",Evlilikleri yirmi yıl sürmedi ama on beş yıl sürdü.,Evlilikleri on beş yıldan az sürdü.,Evlilikleri en fazla on dört yıl sürdü.,Evlilikleri en az bir yıl sürdü.
on beş-yirmi,On beş defa denediler.,Yirmi defa denediler.,On beş defa denemediler.,Yirmi defa denemediler.,On beşten fazla defa denemediler.,"On beş defa denediler, hatta yirmi defa denediler.","On beş defa denediler, belki de yirmi defa denediler.",On beş defa denediler ama yirmi defa denemediler.,"Yirmi defa denemediler, hatta on beş defa bile denemediler.","Yirmi defa denemediler, belki on beş defa bile denemediler.",Yirmi defa denemediler ama on beş defa denediler.,On beşten az defa denediler.,En fazla on dört defa denediler.,En az bir defa denediler.
on beş-yirmi,On beş yıl boyunca çalıştı.,Yirmi yıl boyunca çalıştı.,On beş yıl boyunca çalışmadı.,Yirmi yıl boyunca çalışmadı.,On beşten fazla yıl boyunca çalışmadı.,"On beş yıl boyunca çalıştı, hatta yirmi yıl boyunca çalıştı.","On beş yıl boyunca çalıştı, belki de yirmi yıl boyunca çalıştı.",On beş yıl boyunca çalıştı ama yirmi yıl boyunca çalışmadı.,"Yirmi yıl boyunca çalışmadı, hatta on beş yıl bile çalışmadı.","Yirmi yıl boyunca çalışmadı, belki on beş yıl bile çalışmadı.",Yirmi yıl boyunca çalışmadı ama on beş yıl boyunca çalıştı.,On beşten daha az yıl boyunca çalıştı.,En fazla on dört yıl boyunca çalıştı.,En az bir yıl boyunca çalıştı.
on beş-yirmi,Rıhtımda on beş gemi var.,Rıhtımda yirmi gemi var.,Rıhtımda on beş gemi yok.,Rıhtımda yirmi gemi yok.,Rıhtımda on beşten fazla gemi yok.,"Rıhtımda on beş gemi var, hatta yirmi gemi var.","Rıhtımda on beş gemi var, belki de yirmi gemi var.",Rıhtımda on beş gemi var ama yirmi gemi yok.,"Rıhtımda yirmi gemi yok, hatta on beş gemi bile yok.","Rıhtımda yirmi gemi yok, belki on beş gemi bile yok.",Rıhtımda yirmi gemi yok ama on beş gemi var.,Rıhtımda on beşten az gemi var.,Rıhtımda en fazla on dört gemi var.,Rıhtımda en az bir tane gemi var.
on beş-yirmi,Türkçe on beş ülkede konuşuluyor.,Türkçe yirmi ülkede konuşuluyor.,Türkçe on beş ülkede konuşulmuyor.,Türkçe yirmi ülkede konuşulmuyor.,Türkçe on beşten fazla ülkede konuşulmuyor.,"Türkçe on beş ülkede konuşuluyor, hatta yirmi ülkede konuşuluyor.","Türkçe on beş ülkede konuşuluyor, belki de yirmi ülkede konuşuluyor.",Türkçe on beş ülkede konuşuluyor ama yirmi ülkede konuşulmuyor.,"Türkçe yirmi ülkede konuşulmuyor, hatta on beş ülkede bile konuşulmuyor.","Türkçe yirmi ülkede konuşulmuyor, belki on beş ülkede bile konuşulmuyor.",Türkçe yirmi ülkede konuşulmuyor ama on beş ülkede konuşuluyor.,Türkçe on beşten az ülkede konuşuluyor.,Türkçe en fazla on dört ülkede konuşuluyor.,Türkçe en az bir tane ülkede konuşuluyor.
on beş-yirmi,Pazara on beş araba sığdı.,Pazara yirmi araba sığdı.,Pazara on beş araba sığmadı.,Pazara yirmi araba sığmadı.,Pazara on beşten fazla araba sığmadı.,"Pazara on beş araba sığdı, hatta yirmi araba sığdı.","Pazara on beş araba sığdı, belki de yirmi araba sığdı.",Pazara on beş araba sığdı ama yirmi araba sığmadı.,"Pazara yirmi araba sığmadı, hatta on beş araba bile sığmadı.","Pazara yirmi araba sığmadı, belki on beş araba bile sığmadı.",Pazara yirmi araba sığmadı ama on beş araba sığdı.,Pazara on beşten az araba sığdı.,Pazara en fazla on dört araba sığdı.,Pazara en az bir tane araba sığdı.
on beş-yirmi,Şehirde on beş park var.,Şehirde yirmi park var.,Şehirde on beş park yok.,Şehirde yirmi park yok.,Şehirde on beşten fazla park yok.,"Şehirde on beş park var, hatta yirmi park var.","Şehirde on beş park var, belki de yirmi park var.",Şehirde on beş park var ama yirmi park yok.,"Şehirde yirmi park yok, hatta on beş park bile yok.","Şehirde yirmi park yok, belki on beş park bile yok.",Şehirde yirmi park yok ama on beş park var.,Şehirde on beşten az park var.,Şehirde en fazla on dört park var.,Şehirde en az bir tane park var.
on beş-yirmi,Müzayede evinde on beş tablo var.,Müzayede evinde yirmi tablo var.,Müzayede evinde on beş tablo yok.,Müzayede evinde yirmi tablo yok.,Müzayede evinde on beşten fazla tablo yok.,"Müzayede evinde on beş tablo var, hatta yirmi tablo var.","Müzayede evinde on beş tablo var, belki de yirmi tablo var.",Müzayede evinde on beş tablo var ama yirmi tablo yok.,"Müzayede evinde yirmi tablo yok, hatta on beş tablo bile yok.","Müzayede evinde yirmi tablo yok, belki on beş tablo bile yok.",Müzayede evinde yirmi tablo yok ama on beş tablo var.,Müzayede evinde on beşten az tablo var.,Müzayede evinde en fazla on dört tablo var.,Müzayede evinde en az bir tane tablo var.
on beş-yirmi,Gösterisi on beş dakika sürdü.,Gösterisi yirmi dakika sürdü.,Gösterisi on beş dakika sürmedi.,Gösterisi yirmi dakika sürmedi.,Gösterisi on beşten fazla dakika sürmedi.,"Gösterisi on beş dakika sürdü, hatta yirmi dakika sürdü.","Gösterisi on beş dakika sürdü, belki de yirmi dakika sürdü.",Gösterisi on beş dakika sürdü ama yirmi dakika sürmedi.,"Gösterisi yirmi dakika sürmedi, hatta on beş dakika bile sürmedi.","Gösterisi yirmi dakika sürmedi, belki on beş dakika bile sürmedi.",Gösterisi yirmi dakika sürmedi ama on beş dakika sürdü.,Gösterisi on beşten az dakika sürdü.,Gösterisi en fazla on dört dakika sürdü.,Gösterisi en az bir tane dakika sürdü.
